Fund Name,Scheme Type,Scheme Category,Plan,AUM,TER,PE,PB,Top 3 Holdings,Top 5 Holdings,Top 10 Holdings,Sharpe,Sortino,St Dev,Inception,Age in yrs,Score
Higher/lower,,,,higher,lower,lower,lower,lower,lower,lower,higher,higher,lower,higher,higher,
Weightage,,,,9,8,7,7,8,8,8,15,13,9,3,5,
Parag Parikh Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,Growth,133969.8052,0.63,17.785,2.98,19.29829782,29.578202,51.10169504,0.519096407,0.0593,12.54736388,18.7588658,12.91666667,1204794.517
Parag Parikh Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,IDCW,133969.8052,0.63,17.785,2.98,19.29829782,29.578202,51.10169504,-2.184332282,-0.2142,12.54736388,0,0.5,1204632.05
HDFC Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,Growth,97451.5631,0.67,22.125,2.97,31.78491962,44.24200047,61.13457712,0.88738499,0.0988,12.54736388,18.28693818,13.25,875808.5306
HDFC Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,IDCW,97451.5631,0.67,22.125,2.97,31.78491962,44.24200047,61.13457712,0.881035187,0.0981,12.54736388,6.58403629,13.25,875773.3176
HDFC Mid Cap Fund,Equity Scheme,Mid Cap Fund,Growth,92186.8675,0.74,26.4908,3.49,14.76978605,22.4044825,36.77925297,1.025493208,0.1054,14.48069448,19.79515761,13.25,828886.4555
HDFC Mid Cap Fund,Equity Scheme,Mid Cap Fund,IDCW,92186.8675,0.74,26.4908,3.49,14.76978605,22.4044825,36.77925297,1.023905757,0.1052,14.48069448,10.73848196,13.25,828859.2591
ICICI Pru Large Cap Fund,Equity Scheme,Large Cap Fund,Growth,77451.58555,0.85,22.8448,3.42,24.91601026,35.73373289,55.26274484,0.688953641,0.0775,11.76201976,15.93998314,13.25,695965.87
ICICI Pru Large Cap Fund,Equity Scheme,Large Cap Fund,IDCW,77451.58555,0.85,22.8448,3.42,24.91601026,35.73373289,55.26274484,0.688953641,0.0775,11.76201976,9.710930954,13.25,695947.1829
Nippon India Small Cap Fund,Equity Scheme,Small Cap Fund,Growth,67641.5014,0.66,28.1935,3.44,7.184153364,10.17660882,16.41178029,0.369876033,0.0392,15.30194838,22.00640259,13.25,608277.2272
Nippon India Small Cap Fund,Equity Scheme,Small Cap Fund,IDCW,67641.5014,0.66,28.1935,3.44,7.184153364,10.17660882,16.41178029,0.369876033,0.0392,15.30194838,16.67020406,13.25,608261.2186
ICICI Pru Value Fund,Equity Scheme,Value Fund,Growth,60571.33672,0.96,17.1234,2.94,22.89366844,34.63645915,54.55463836,0.841348917,0.0953,12.7807808,17.09958112,13.25,544113.6094
Kotak Midcap Fund,Equity Scheme,Mid Cap Fund,Growth,59041.1342,0.38,29.39,4.36,12.0541934,17.7376357,29.44789431,1.020730856,0.1082,14.48069448,20.04975746,13.25,530669.7906
Kotak Midcap Fund,Equity Scheme,Mid Cap Fund,IDCW,59041.1342,0.38,29.39,4.36,12.0541934,17.7376357,29.44789431,1.020730856,0.1082,14.48069448,16.89759131,13.25,530660.3341
Kotak Flexicap Fund,Equity Scheme,Flexi Cap Fund,Growth,56478.6518,0.59,25.9278,3.43,18.13700783,26.55834377,43.36393526,0.960407726,0.1058,12.54736388,15.89339178,13.25,507409.9527
Kotak Flexicap Fund,Equity Scheme,Flexi Cap Fund,IDCW,56478.6518,0.59,25.9278,3.43,18.13700783,26.55834377,43.36393526,0.960407726,0.1058,12.54736388,12.66432048,13.25,507400.2655
SBI Large Cap Fund,Equity Scheme,Large Cap Fund,Growth,55246.1886,0.8,28.9142,3.94,20.92069026,30.80718224,48.98275372,0.66672933,0.0729,11.76201976,13.92857111,13.25,496186.7592
SBI Large Cap Fund,Equity Scheme,Large Cap Fund,IDCW,55246.1886,0.8,28.9142,3.94,20.92069026,30.80718224,48.98275372,0.66672933,0.0729,11.76201976,13.31833285,13.25,496184.9285
Nippon India Large Cap Fund,Equity Scheme,Large Cap Fund,Growth,51403.7963,0.66,26.4335,3.83,21.14183655,29.58871385,44.76303823,0.709590502,0.0795,11.76201976,16.49142976,13.25,461674.637
Nippon India Large Cap Fund,Equity Scheme,Large Cap Fund,IDCW,51403.7963,0.66,26.4335,3.83,21.14183655,29.58871385,44.76303823,0.709590502,0.0795,11.76201976,9.785822153,13.25,461654.5201
Nippon India Multi Cap Fund,Equity Scheme,Multi Cap Fund,Growth,50820.0115,0.72,31.6601,4.15,13.90668871,19.48936198,30.37070879,0.674666584,0.0725,13.36239406,17.07373518,13.25,456621.8109
Nippon India Multi Cap Fund,Equity Scheme,Multi Cap Fund,IDCW,50820.0115,0.72,31.6601,4.15,13.90668871,19.48936198,30.37070879,0.674666584,0.0725,13.36239406,9.361239777,13.25,456598.6734
SBI Contra Fund,Equity Scheme,Contra Fund,Growth,49111.4968,0.71,17.9412,2.43,23.08693226,29.46986254,42.04398694,0.554020325,0.0583,12.02344045,17.67420959,13.25,441118.5164
SBI Contra Fund,Equity Scheme,Contra Fund,IDCW,49111.4968,0.71,17.9412,2.43,23.08693226,29.46986254,42.04398694,0.554020325,0.0583,12.02344045,15.14150032,13.25,441110.9183
Nippon India Growth Mid Cap Fund,Equity Scheme,Mid Cap Fund,Growth,43982.5075,0.74,28.8839,3.97,8.95966788,13.80941388,24.46037778,1.046130068,0.1116,14.48069448,20.14782971,13.25,395242.3445
Nippon India Growth Mid Cap Fund,Equity Scheme,Mid Cap Fund,IDCW,43982.5075,0.74,28.8839,3.97,8.95966788,13.80941388,24.46037778,1.046130068,0.1116,14.48069448,10.07500947,13.25,395212.1261
SBI Focused Fund,Equity Scheme,Focused Fund,Growth,43310.5439,0.74,28.8073,4.29,26.89946408,38.05875594,59.20581062,1.147726919,0.1206,13.25564873,16.36474501,13.25,388578.8089
SBI Focused Fund,Equity Scheme,Focused Fund,IDCW,43310.5439,0.74,28.8073,4.29,26.89946408,38.05875594,59.20581062,1.147726919,0.1206,13.25564873,13.08173745,13.25,388568.9598
Mirae Asset Large & Midcap Fund,Equity Scheme,Large & Mid Cap Fund,Growth,42274.9313,0.56,21.3522,3.14,14.98537929,20.9724038,31.72577669,0.857223425,0.092,13.44884509,18.79447333,13.25,379772.636
Mirae Asset Large & Midcap Fund,Equity Scheme,Large & Mid Cap Fund,IDCW,42274.9313,0.56,21.3522,3.14,14.98537929,20.9724038,31.72577669,0.857223425,0.0919,13.44884509,11.14808837,13.25,379749.6955
Mirae Asset Large Cap Fund,Equity Scheme,Large Cap Fund,Growth,40370.9159,0.54,25.3016,3.6,23.82474508,33.26279452,50.51250447,0.550845423,0.0616,11.76201976,14.93399334,13.25,362285.0688
Mirae Asset Large Cap Fund,Equity Scheme,Large Cap Fund,IDCW,40370.9159,0.54,25.3016,3.6,23.82474508,33.26279452,50.51250447,0.549257972,0.0615,11.76201976,10.92172528,13.25,362273.0069
HDFC Large Cap Fund,Equity Scheme,Large Cap Fund,Growth,39620.903,0.98,25.2532,3.65,24.2027924,35.00301773,52.5972293,0.482585039,0.0532,11.76201976,15.0030334,13.25,355496.8716
HDFC Large Cap Fund,Equity Scheme,Large Cap Fund,IDCW,39620.903,0.98,25.2532,3.65,24.2027924,35.00301773,52.5972293,0.485759941,0.0535,11.76201976,4.141879381,13.25,355464.3396
SBI Large & Midcap Fund,Equity Scheme,Large & Mid Cap Fund,Growth,38765.9353,0.73,27.7396,3.69,14.93239736,21.42125925,35.18243967,0.974694783,0.1032,13.44884509,16.70126699,13.25,348106.5579
SBI Large & Midcap Fund,Equity Scheme,Large & Mid Cap Fund,IDCW,38765.9353,0.73,27.7396,3.69,14.93239736,21.42125925,35.18243967,0.974694783,0.1032,13.44884509,14.45330191,13.25,348099.8141
HDFC Small Cap Fund,Equity Scheme,Small Cap Fund,Growth,36940.5424,0.67,23.1234,2.88,17.33558493,24.69178931,35.85438394,0.414324655,0.0438,15.30194838,19.43090446,13.25,331648.0532
HDFC Small Cap Fund,Equity Scheme,Small Cap Fund,IDCW,36940.5424,0.67,23.1234,2.88,17.33558493,24.69178931,35.85438394,0.417499557,0.044,15.30194838,12.70396832,13.25,331627.9226
ICICI Pru India Opp Fund,Equity Scheme,Thematic Fund,Growth,35665.81624,0.66,18.3936,3.04,17.99752614,27.418346,44.52470593,0.877860285,0.0965,13.82159109,0,7.25,320043.7844
ICICI Pru India Opp Fund,Equity Scheme,Thematic Fund,IDCW,35665.81624,0.66,18.3936,3.04,17.99752614,27.418346,44.52470593,0.874685383,0.0963,13.82159109,0,7.25,320043.7342
SBI Small Cap Fund,Equity Scheme,Small Cap Fund,Growth,34931.7268,0.76,30.9834,3.68,19.09841485,24.94169598,37.28654577,-0.019049409,-0.0021,15.30194838,19.12468384,13.25,313471.7976
SBI Small Cap Fund,Equity Scheme,Small Cap Fund,IDCW,34931.7268,0.76,30.9834,3.68,19.09841485,24.94169598,37.28654577,-0.019049409,-0.0021,15.30194838,16.28628826,13.25,313463.2824
Motilal Oswal Midcap Fund,Equity Scheme,Mid Cap Fund,Growth,33689.2026,0.82,49.4505,5.99,21.51437238,33.9875744,61.12974131,-0.371463484,-0.0389,14.48069448,17.96254518,12.16666667,301853.4435
Motilal Oswal Midcap Fund,Equity Scheme,Mid Cap Fund,IDCW,33689.2026,0.82,49.4505,5.99,21.51437238,33.9875744,61.12974131,-0.369876033,-0.0389,14.48069448,9.794329667,12.16666667,301828.9626
Axis ELSS Tax Saver Fund,Equity Scheme,Equity Linked Savings Scheme (ELSS),Growth,32930.14621,0.81,30.2876,4.52,18.55471864,25.75128684,38.32003998,0.4032125,0.0439,13.06027511,13.47956961,13.25,295455.9394
Axis ELSS Tax Saver Fund,Equity Scheme,Equity Linked Savings Scheme (ELSS),IDCW,32930.14621,0.81,30.2876,4.52,18.55471864,25.75128684,38.32003998,0.4032125,0.0439,13.06027511,6.758850906,13.25,295435.7773
Axis Large Cap Fund,Equity Scheme,Large Cap Fund,Growth,32420.0022,0.72,28.2617,4.16,23.68178281,35.78613608,57.22216781,0.417499557,0.0469,11.76201976,13.98855486,13.25,290623.0169
Axis Large Cap Fund,Equity Scheme,Large Cap Fund,IDCW,32420.0022,0.72,28.2617,4.16,23.68178281,35.78613608,57.22216781,0.420674458,0.0474,11.76201976,5.596437046,13.25,290597.8947
SBI ELSS Tax Saver Fund,Equity Scheme,Equity Linked Savings Scheme (ELSS),Growth,32171.4804,0.89,19.5358,2.78,17.22991523,25.95904104,42.48166336,0.454010925,0.048,13.06027511,16.22924948,13.25,288699.4575
SBI ELSS Tax Saver Fund,Equity Scheme,Equity Linked Savings Scheme (ELSS),IDCW,32171.4804,0.89,19.5358,2.78,17.22991523,25.95904104,42.48166336,0.454010925,0.048,13.06027511,8.624692518,13.25,288676.6438
Axis Midcap Fund,Equity Scheme,Mid Cap Fund,Growth,30895.2995,0.57,37.1905,5.47,19.77858548,25.05823704,34.67776971,0.838174015,0.0902,14.48069448,18.6449479,13.25,277123.9991
Axis Midcap Fund,Equity Scheme,Mid Cap Fund,IDCW,30895.2995,0.57,37.1905,5.47,19.77858548,25.05823704,34.67776971,0.838174015,0.0901,14.48069448,8.675782241,13.25,277094.0903
Aditya Birla SL Large Cap Fund,Equity Scheme,Large Cap Fund,Growth,30094.3269,0.97,24.3114,3.56,19.50687955,28.06318124,46.80733564,0.536558366,0.0606,11.76201976,13.79032865,13.25,269901.6621
Aditya Birla SL Large Cap Fund,Equity Scheme,Large Cap Fund,IDCW,30094.3269,0.97,24.3114,3.56,19.50687955,28.06318124,46.80733564,0.536558366,0.0605,11.76201976,10.1269809,13.25,269890.6708
Kotak Large & Midcap Fund,Equity Scheme,Large & Mid Cap Fund,Growth,29991.1741,0.55,25.8347,3.43,14.7232482,21.07878464,34.12350135,0.987394389,0.106,13.44884509,17.80205661,13.25,269166.7152
Kotak Large & Midcap Fund,Equity Scheme,Large & Mid Cap Fund,IDCW,29991.1741,0.55,25.8347,3.43,14.7232482,21.07878464,34.12350135,0.987394389,0.106,13.44884509,12.56034947,13.25,269150.9901
ICICI Pru Large & Mid Cap Fund,Equity Scheme,Large & Mid Cap Fund,Growth,28505.89812,0.79,26.1214,3.67,12.32091648,18.75689683,33.72790873,0.777850885,0.0839,13.44884509,17.51070359,13.25,255830.2785
ICICI Pru Large & Mid Cap Fund,Equity Scheme,Large & Mid Cap Fund,IDCW,28505.89812,0.79,26.1214,3.67,12.32091648,18.75689683,33.72790873,0.779438336,0.084,13.44884509,10.54723648,13.25,255809.4132
HDFC Large and Mid Cap Fund,Equity Scheme,Large & Mid Cap Fund,Growth,28239.5009,0.83,23.38,3.08,10.19922169,14.06907337,21.39874292,0.611168553,0.0644,13.44884509,16.13092509,13.25,253601.9197
HDFC Large and Mid Cap Fund,Equity Scheme,Large & Mid Cap Fund,IDCW,28239.5009,0.83,23.38,3.08,10.19922169,14.06907337,21.39874292,0.611168553,0.0644,13.44884509,8.421237853,13.25,253578.7906
Quant Small Cap Fund,Equity Scheme,Small Cap Fund,Growth,27653.6498,0.81,27.6369,2.38,17.77838815,24.27382949,37.39842543,0.007937254,0.0009,15.30194838,18.8008636,13.25,248015.7106
Quant Small Cap Fund,Equity Scheme,Small Cap Fund,IDCW,27653.6498,0.81,27.6369,2.38,17.77838815,24.27382949,37.39842543,0.007937254,0.0009,15.30194838,17.93225861,13.25,248013.1048
UTI Nifty 50 Index Fund,Equity Scheme,Index Fund,Growth,26681.3445,0.21,21.1003,3.25,28.59855507,37.5341876,54.59569026,0.488934842,0.0555,14.87480402,13.56867594,13.25,238975.2793
UTI Nifty 50 Index Fund,Equity Scheme,Index Fund,IDCW,26681.3445,0.21,21.1003,3.25,28.59855507,37.5341876,54.59569026,0.488934842,0.0555,14.87480402,13.45153387,13.25,238974.9278
HDFC Focused Fund,Equity Scheme,Focused Fund,Growth,26332.1982,0.63,23.1466,3.25,27.54204433,41.20111172,62.83122235,0.839761466,0.093,13.25564873,17.1907329,13.25,235759.6994
HDFC Focused Fund,Equity Scheme,Focused Fund,IDCW,26332.1982,0.63,23.1466,3.25,27.54204433,41.20111172,62.83122235,0.841348917,0.0932,13.25564873,6.759408588,13.25,235728.4318
Mirae Asset ELSS Tax Saver Fund,Equity Scheme,Equity Linked Savings Scheme (ELSS),Growth,26111.9489,0.58,21.1137,3.19,19.98242804,27.25396456,41.1616262,0.750864222,0.082,13.06027511,19.09653207,10.33333333,234129.3328
Mirae Asset ELSS Tax Saver Fund,Equity Scheme,Equity Linked Savings Scheme (ELSS),IDCW,26111.9489,0.58,21.1137,3.19,19.98242804,27.25396456,41.1616262,0.750864222,0.082,13.06027511,10.37117866,10.33333333,234103.1567
Axis Small Cap Fund,Equity Scheme,Small Cap Fund,Growth,25516.7551,0.59,30.5642,3.83,14.16903606,18.89562503,28.10661742,0.341301919,0.0362,15.30194838,19.68040702,12.41666667,228904.9434
Axis Small Cap Fund,Equity Scheme,Small Cap Fund,IDCW,25516.7551,0.59,30.5642,3.83,14.16903606,18.89562503,28.10661742,0.341301919,0.0362,15.30194838,10.45133874,12.41666667,228877.2562
Aditya Birla SL Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,Growth,25206.6038,0.86,28.8469,3.84,14.18011061,20.5136354,32.03857673,0.909609301,0.0997,12.54736388,15.93269886,13.25,226105.9494
Aditya Birla SL Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,IDCW,25206.6038,0.86,28.8469,3.84,14.18011061,20.5136354,32.03857673,0.909609301,0.0997,12.54736388,9.464107739,13.25,226086.5436
Canara Rob Large and Mid Cap Fund,Equity Scheme,Large & Mid Cap Fund,Growth,24730.5199,0.58,39.212,5.76,16.39160485,23.75944834,37.25116268,0.253992126,0.0274,13.44884509,17.20222722,13.25,221637.0005
Canara Rob Large and Mid Cap Fund,Equity Scheme,Large & Mid Cap Fund,IDCW,24730.5199,0.58,39.212,5.76,16.39160485,23.75944834,37.25116268,0.253992126,0.0273,13.44884509,11.90833747,13.25,221621.1176
UTI Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,Growth,23542.3081,1.05,37.6163,5.12,19.25715983,28.29792727,44.24801152,-0.239705069,-0.0261,12.54736388,12.67322473,13.25,210826.2025
UTI Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,IDCW,23542.3081,1.05,37.6163,5.12,19.25715983,28.29792727,44.24801152,-0.239705069,-0.0261,12.54736388,10.44898365,13.25,210819.5298
SBI Flexicap Fund,Equity Scheme,Flexi Cap Fund,Growth,23297.4528,0.83,26.6722,3.5,17.23585893,26.22526957,42.09227629,0.511159153,0.055,12.54736388,14.19900251,13.25,208779.1057
SBI Flexicap Fund,Equity Scheme,Flexi Cap Fund,IDCW,23297.4528,0.83,26.6722,3.5,17.23585893,26.22526957,42.09227629,0.511159153,0.055,12.54736388,11.01896481,13.25,208769.5656
SBI Midcap Fund,Equity Scheme,Mid Cap Fund,Growth,23154.2336,0.85,34.268,4.25,13.13545183,19.56093118,34.30744605,0.387337992,0.039,14.48069448,16.09430892,13.25,207566.1695
SBI Midcap Fund,Equity Scheme,Mid Cap Fund,IDCW,23154.2336,0.85,34.268,4.25,13.13545183,19.56093118,34.30744605,0.388925443,0.039,14.48069448,14.52306713,13.25,207561.4796
SBI Multicap Fund,Equity Scheme,Multi Cap Fund,IDCW,22932.4029,0.85,28.0072,3.5,15.37579562,21.89257106,37.17503673,0.233355266,0.0245,13.36239406,0,4.083333333,205472.7024
SBI Multicap Fund,Equity Scheme,Multi Cap Fund,Growth,22932.4029,0.85,28.0072,3.5,15.37579562,21.89257106,37.17503673,0.233355266,0.0245,13.36239406,0,4.083333333,205472.7024
Kotak Multicap Fund,Equity Scheme,Multi Cap Fund,Growth,22709.7478,0.45,17.7126,2.4,14.54845879,22.38418738,37.3410448,0.955645374,0.1021,13.36239406,0,4.583333333,203567.4696
Kotak Multicap Fund,Equity Scheme,Multi Cap Fund,IDCW,22709.7478,0.45,17.7126,2.4,14.54845879,22.38418738,37.3410448,0.955645374,0.1021,13.36239406,0,4.583333333,203567.4696
HDFC Nifty 50 Index Fund,Equity Scheme,Index Fund,Growth,22260.2458,0.2,21.2311,3.27,28.82552402,38.54561974,55.25310327,0.485759941,0.055,14.87480402,13.50530059,13.25,199169.0046
Bandhan Small Cap Fund,Equity Scheme,Small Cap Fund,Growth,20474.1236,0.48,18.2303,2.07,16.86575244,21.32290348,28.17457035,0.392100344,0.0411,15.30194838,0,6.166666667,183489.7961
Bandhan Small Cap Fund,Equity Scheme,Small Cap Fund,IDCW,20474.1236,0.48,18.2303,2.07,16.86575244,21.32290348,28.17457035,0.392100344,0.0411,15.30194838,0,6.166666667,183489.7961
ICICI Pru Flexicap Fund,Equity Scheme,Flexi Cap Fund,IDCW,20437.46514,0.79,34.4674,4.9,23.91104996,32.95707738,47.10185111,0.896909694,0.1021,12.54736388,0,4.75,182749.1393
ICICI Pru Flexicap Fund,Equity Scheme,Flexi Cap Fund,Growth,20437.46514,0.79,34.4674,4.9,23.91104996,32.95707738,47.10185111,0.892147342,0.1016,12.54736388,0,4.75,182749.0614
Invesco India Contra Fund,Equity Scheme,Contra Fund,Growth,19945.7261,0.53,29.1117,3.67,17.87322197,25.44427901,38.86288752,0.396862697,0.0429,12.02344045,17.69026586,13.25,178638.0004
Invesco India Contra Fund,Equity Scheme,Contra Fund,IDCW,19945.7261,0.53,29.1117,3.67,17.87322197,25.44427901,38.86288752,0.393687795,0.0426,12.02344045,11.89193439,13.25,178620.5538
Franklin India Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,Growth,19528.04166,0.92,26.2174,3.44,19.33226771,27.89267436,45.77821931,0.503221899,0.0556,12.54736388,15.25134006,13.25,174800.7367
Franklin India Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,IDCW,19528.04166,0.92,26.2174,3.44,19.33226771,27.89267436,45.77821931,0.501634449,0.0555,12.54736388,7.56413521,13.25,174777.65
HDFC Multi Cap Fund,Equity Scheme,Multi Cap Fund,Growth,19182.5836,0.77,25.7073,3.66,10.52782588,15.69698046,24.67100938,0.473060334,0.0502,13.36239406,0,4.333333333,171933.5084
HDFC Multi Cap Fund,Equity Scheme,Multi Cap Fund,IDCW,19182.5836,0.77,25.7073,3.66,10.52782588,15.69698046,24.67100938,0.473060334,0.0502,13.36239406,0,4.333333333,171933.5084
DSP Midcap Fund,Equity Scheme,Mid Cap Fund,Growth,19047.0301,0.75,27.642,3.83,11.62080539,16.95652857,29.40355883,0.930246161,0.099,14.48069448,16.7592371,13.25,170734.5619
DSP Midcap Fund,Equity Scheme,Mid Cap Fund,IDCW,19047.0301,0.75,27.642,3.83,11.62080539,16.95652857,29.40355883,0.930246161,0.099,14.48069448,9.210662884,13.25,170711.9162
Mirae Asset Midcap Fund,Equity Scheme,Mid Cap Fund,IDCW,17659.1157,0.58,36.0132,3.53,10.4627589,16.43670073,29.49988034,1.073116732,0.1119,14.48069448,0,6.75,158120.3794
Mirae Asset Midcap Fund,Equity Scheme,Mid Cap Fund,Growth,17659.1157,0.58,36.0132,3.53,10.4627589,16.43670073,29.49988034,1.071529281,0.1118,14.48069448,0,6.75,158120.3543
DSP Large & Mid Cap Fund,Equity Scheme,Large & Mid Cap Fund,Growth,17433.6503,0.64,21.1842,3.02,15.42774378,23.38816157,34.91436845,0.671491683,0.071,13.44884509,17.13659212,13.25,156146.0767
DSP Large & Mid Cap Fund,Equity Scheme,Large & Mid Cap Fund,IDCW,17433.6503,0.64,21.1842,3.02,15.42774378,23.38816157,34.91436845,0.671491683,0.071,13.44884509,10.59075703,13.25,156126.4392
DSP ELSS Tax Saver Fund,Equity Scheme,Equity Linked Savings Scheme (ELSS),Growth,17223.1655,0.74,20.3796,2.88,19.78298124,30.70933854,44.45200564,0.611168553,0.0655,13.06027511,17.55650707,13.25,154091.5938
DSP ELSS Tax Saver Fund,Equity Scheme,Equity Linked Savings Scheme (ELSS),IDCW,17223.1655,0.74,20.3796,2.88,19.78298124,30.70933854,44.45200564,0.611168553,0.0655,13.06027511,15.46421781,13.25,154085.3169
Canara Rob Large Cap Fund,Equity Scheme,Large Cap Fund,Growth,17103.6242,0.5,26.9095,3.92,22.22932786,31.15777298,48.46119163,0.487347391,0.0547,11.76201976,15.87369478,13.25,152914.0592
Canara Rob Large Cap Fund,Equity Scheme,Large Cap Fund,IDCW,17103.6242,0.5,26.9095,3.92,22.22932786,31.15777298,48.46119163,0.485759941,0.0546,11.76201976,12.30836335,13.25,152903.3381
HDFC ELSS Tax saver,Equity Scheme,Equity Linked Savings Scheme (ELSS),Growth,16749.2102,1.08,23.8114,3.37,26.73512271,36.8984079,55.82084939,0.638155216,0.0709,13.06027511,15.86348312,13.25,149595.139
HDFC ELSS Tax saver,Equity Scheme,Equity Linked Savings Scheme (ELSS),IDCW,16749.2102,1.08,23.8114,3.37,26.73512271,36.8984079,55.82084939,0.636567765,0.0707,13.06027511,5.34546146,13.25,149563.5585
Kotak Small Cap Fund,Equity Scheme,Small Cap Fund,Growth,16367.8353,0.55,33.5181,3.98,10.51763882,16.15194772,27.17757674,0.134933317,0.014,15.30194838,18.56174851,13.25,146599.2774
Kotak Small Cap Fund,Equity Scheme,Small Cap Fund,IDCW,16367.8353,0.55,33.5181,3.98,10.51763882,16.15194772,27.17757674,0.134933317,0.014,15.30194838,15.80466182,13.25,146591.0061
ICICI Pru Multicap Fund,Equity Scheme,Multi Cap Fund,Growth,16315.09435,0.94,36.0544,3.72,11.52463761,16.94599394,26.77780714,0.571482283,0.0606,13.36239406,16.39153931,13.25,146112.4439
ICICI Pru Multicap Fund,Equity Scheme,Multi Cap Fund,IDCW,16315.09435,0.94,36.0544,3.72,11.52463761,16.94599394,26.77780714,0.573069734,0.0607,13.36239406,8.989477835,13.25,146090.2629
ICICI Pru Business Cycle Fund,Equity Scheme,Thematic Fund,Growth,16201.79708,0.74,25.0518,3.36,24.00382119,33.74191069,51.33732856,1.076291633,0.1199,13.82159109,0,5.25,144658.2654
ICICI Pru Business Cycle Fund,Equity Scheme,Thematic Fund,IDCW,16201.79708,0.74,25.0518,3.36,24.00382119,33.74191069,51.33732856,1.06994183,0.1186,13.82159109,0,5.25,144658.1532
DSP Small Cap Fund,Equity Scheme,Small Cap Fund,Growth,16135.3074,0.81,27.4341,3.35,14.46718889,20.5655208,33.01286965,0.612756004,0.0642,15.30194838,17.82111395,13.25,144443.455
DSP Small Cap Fund,Equity Scheme,Small Cap Fund,IDCW,16135.3074,0.81,27.4341,3.35,14.46718889,20.5655208,33.01286965,0.612756004,0.0642,15.30194838,8.82894706,13.25,144416.4785
HSBC Small Cap Fund,Equity Scheme,Small Cap Fund,Growth,15374.9245,0.71,30.7372,3.71,9.035879818,12.94034647,21.74300498,0.150807825,0.0155,15.30194838,19.42285519,11.91666667,137760.3542
HSBC Small Cap Fund,Equity Scheme,Small Cap Fund,IDCW,15374.9245,0.71,30.7372,3.71,9.035879818,12.94034647,21.74300498,0.150807825,0.0155,15.30194838,11.80876464,11.91666667,137737.512
ICICI Pru Nifty 50 Index Fund,Equity Scheme,Index Fund,Growth,15390.61281,0.19,21.2321,3.27,28.54709851,37.46664523,54.49744142,0.485759941,0.055,14.87480402,13.42384157,13.25,137359.0408
ICICI Pru Nifty 50 Index Fund,Equity Scheme,Index Fund,IDCW,15390.61281,0.19,21.2321,3.27,28.54709851,37.46664523,54.49744142,0.485759941,0.055,14.87480402,13.42526586,10.58333333,137345.7117
Axis Large & Mid Cap Fund,Equity Scheme,Large & Mid Cap Fund,Growth,15286.9814,0.59,30.7094,4.21,14.26758334,19.37690962,29.74004544,0.749276771,0.0811,13.44884509,0,7.5,136755.3543
Axis Large & Mid Cap Fund,Equity Scheme,Large & Mid Cap Fund,IDCW,15286.9814,0.59,30.7094,4.21,14.26758334,19.37690962,29.74004544,0.747689321,0.0807,13.44884509,0,7.5,136755.3253
ICICI Pru Focused Equity Fund,Equity Scheme,Focused Fund,Growth,15145.39533,0.59,34.475,4.67,20.71333056,28.98320977,45.98657181,1.020730856,0.1135,13.25564873,17.37575808,13.25,135280.221
ICICI Pru Focused Equity Fund,Equity Scheme,Focused Fund,IDCW,15145.39533,0.59,34.475,4.67,20.71333056,28.98320977,45.98657181,1.022318307,0.1136,13.25564873,11.19391227,13.25,135261.7005
Nippon India ELSS Tax Saver Fund,Equity Scheme,Equity Linked Savings Scheme (ELSS),Growth,14959.3697,1.03,21.7103,3.09,19.01521287,26.68617108,42.1942382,0.741339517,0.0815,13.06027511,12.86271149,13.25,133748.7955
Nippon India ELSS Tax Saver Fund,Equity Scheme,Equity Linked Savings Scheme (ELSS),IDCW,14959.3697,1.03,21.7103,3.09,19.01521287,26.68617108,42.1942382,0.741339517,0.0815,13.06027511,7.746372149,13.25,133733.4465
Nippon India ELSS Tax Saver Fund(A-IDCW),Equity Scheme,Equity Linked Savings Scheme (ELSS),IDCW,14959.3697,1.03,21.7103,3.09,19.01521287,26.68617108,42.1942382,0.741339517,0.0815,13.06027511,9.751303843,11.16666667,133729.0446
Bandhan Large & Mid Cap Fund,Equity Scheme,Large & Mid Cap Fund,Growth,14780.4033,0.53,22.222,2.8,15.07046117,20.79920384,32.75038522,0.815949704,0.0867,13.44884509,17.96612409,13.25,132307.7504
Bandhan Large & Mid Cap Fund,Equity Scheme,Large & Mid Cap Fund,IDCW,14780.4033,0.53,22.222,2.8,15.07046117,20.79920384,32.75038522,0.815949704,0.0867,13.44884509,11.75643665,13.25,132289.1213
Aditya Birla SL ELSS Tax Saver Fund,Equity Scheme,Equity Linked Savings Scheme (ELSS),Growth,14787.8079,0.96,26.5937,3.74,18.8947606,27.83370955,43.81014647,0.704828149,0.0769,13.06027511,12.30459139,13.25,132143.1397
