Fund Name,Scheme Type,Scheme Category,Plan,AUM,TER,PE,PB,Top 3 Holdings,Top 5 Holdings,Top 10 Holdings,Sharpe,Sortino,St Dev,Inception,Age in yrs,Score
Higher/lower,,,,higher,lower,lower,lower,lower,lower,lower,higher,higher,lower,higher,higher,
Axis Consumption Fund,Equity Scheme,Sectoral Fund - Consumption,IDCW,3151.488103,0.63,43.7663,7.64,23.72308986,35.29302608,52.05198928,0.174619587,0.0186,12.17670215,0,1.583333333,27011.15143
Axis Consumption Fund,Equity Scheme,Sectoral Fund - Consumption,Growth,3151.488103,0.63,43.7663,7.64,23.72308986,35.29302608,52.05198928,0.174619587,0.0185,12.17670215,0,1.583333333,27011.15013
ICICI Pru Bharat Consumption Fund,Equity Scheme,Sectoral Fund - Consumption,IDCW,3092.627201,1.11,29.8273,6.33,19.76258243,29.08387081,47.82597784,0.119058809,0.0126,12.17670215,0,7,26725.64362
ICICI Pru Bharat Consumption Fund,Equity Scheme,Sectoral Fund - Consumption,Growth,3092.627201,1.11,29.8273,6.33,19.76258243,29.08387081,47.82597784,0.117471358,0.0126,12.17670215,0,7,26725.61981
LIC MF Large & Midcap Fund,Equity Scheme,Large & Mid Cap Fund,Growth,3045.0609,0.64,26.2838,4.17,17.56821021,21.71936857,31.61707209,0.428611712,0.0461,13.44884509,16.90933737,11.16666667,26612.56451
LIC MF Large & Midcap Fund-,Equity Scheme,Large & Mid Cap Fund,IDCW,3045.0609,0.64,26.2838,4.17,17.56821021,21.71936857,31.61707209,0.428611712,0.0461,13.44884509,14.23776858,11.16666667,26604.5498
Kotak Business Cycle Fund,Equity Scheme,Thematic Fund,IDCW,3002.1412,0.63,29.6628,4.21,14.0387634,20.48586189,35.06569245,0.801662647,0.0852,13.82159109,0,3.583333333,26127.05354
Kotak Business Cycle Fund,Equity Scheme,Thematic Fund,Growth,3002.1412,0.63,29.6628,4.21,14.0387634,20.48586189,35.06569245,0.801662647,0.0851,13.82159109,0,3.583333333,26127.05224
WOC Multi Cap Fund,Equity Scheme,Multi Cap Fund,Growth,2984.9375,0.56,27.2915,3.97,12.20663414,16.07456773,25.1134605,0.74610187,0.0792,13.36239406,0,2.583333333,26118.84595
Franklin Build India Fund,Equity Scheme,Sectoral Fund - Infrastructure,Growth,3002.958124,1.02,19.7954,2.47,20.67573121,30.7498038,51.47027922,1.039780265,0.1154,14.98233513,19.86546154,13.25,26047.54107
Franklin Build India Fund,Equity Scheme,Sectoral Fund - Infrastructure,IDCW,3002.958124,1.02,19.7954,2.47,20.67573121,30.7498038,51.47027922,1.039780265,0.1153,14.98233513,10.37997217,13.25,26019.08331
Quant Large & Mid Cap Fund,Equity Scheme,Large & Mid Cap Fund,Growth,3069.9059,0.78,26.3502,3.66,43.06755787,57.76594976,80.40386515,-0.122233711,-0.0126,13.44884509,16.60982636,13.25,25955.98529
Quant Large & Mid Cap Fund,Equity Scheme,Large & Mid Cap Fund,IDCW,3069.9059,0.78,26.3502,3.66,43.06755787,57.76594976,80.40386515,-0.123821161,-0.0128,13.44884509,13.91941101,13.25,25947.88763
SBI Consumption Opp Fund,Equity Scheme,Sectoral Fund - Consumption,Growth,2969.8359,0.92,48.5619,7.49,14.99860649,23.6740791,42.94690491,-0.247642323,-0.0266,12.17670215,15.82578305,13.25,25675.91967
SBI Consumption Opp Fund,Equity Scheme,Sectoral Fund - Consumption,IDCW,2969.8359,0.92,48.5619,7.49,14.99860649,23.6740791,42.94690491,-0.247642323,-0.0266,12.17670215,13.91116005,13.25,25670.1758
Quant Large Cap Fund,Equity Scheme,Large Cap Fund,IDCW,3023.0967,0.5,25.1709,3.41,33.86572451,48.23001196,76.1230132,0.428611712,0.0459,11.76201976,0,3.666666667,25657.55503
Quant Large Cap Fund,Equity Scheme,Large Cap Fund,Growth,3023.0967,0.5,25.1709,3.41,33.86572451,48.23001196,76.1230132,0.428611712,0.0459,11.76201976,0,3.666666667,25657.55503
DSP Healthcare Fund,Equity Scheme,Sectoral Fund - Pharma & Health Care,Growth,2971.0654,0.65,35.4447,4.41,24.72443387,39.44834738,64.53823601,-0.115883907,-0.0112,13.16350135,0,7.416666667,25342.44552
DSP Healthcare Fund,Equity Scheme,Sectoral Fund - Pharma & Health Care,IDCW,2971.0654,0.65,35.4447,4.41,24.72443387,39.44834738,64.53823601,-0.117471358,-0.0112,13.16350135,0,7.416666667,25342.42171
Motilal Oswal Nifty 500 Index Fund,Equity Scheme,Index Fund,Growth,2897.8026,0.17,22.8347,3.32,16.81843684,22.07336345,32.10700066,0.573069734,0.0624,14.87480402,0,6.583333333,25236.24077
ICICI Pru Transportation and Logistics Fund,Equity Scheme,Thematic Fund,IDCW,2935.691146,0.94,18.6736,4.99,28.3349881,42.43922925,62.53213068,1.244561417,0.1415,13.82159109,0,3.5,25095.21793
ICICI Pru Transportation and Logistics Fund,Equity Scheme,Thematic Fund,Growth,2935.691146,0.94,18.6736,4.99,28.3349881,42.43922925,62.53213068,1.242973966,0.1417,13.82159109,0,3.5,25095.19672
Bandhan Multi Cap Fund,Equity Scheme,Multi Cap Fund,IDCW,2850.8849,0.57,28.935,3.28,13.21660451,18.41998579,27.25580688,0.647679921,0.0721,13.36239406,0,4.333333333,24868.81754
Bandhan Multi Cap Fund,Equity Scheme,Multi Cap Fund,Growth,2850.8849,0.57,28.935,3.28,13.21660451,18.41998579,27.25580688,0.542908169,0.0583,13.36239406,0,4.333333333,24867.06657
Sundaram Multi Cap Fund,Equity Scheme,Multi Cap Fund,Growth,2797.578347,0.89,24.8776,3.46,16.04823783,23.326291,35.6666922,0.576244636,0.0622,13.36239406,16.60635932,13.25,24377.65196
Sundaram Multi Cap Fund,Equity Scheme,Multi Cap Fund,IDCW,2797.578347,0.89,24.8776,3.46,16.04823783,23.326291,35.6666922,0.569894832,0.0616,13.36239406,8.358851751,13.25,24352.80639
Quant Infrastructure Fund,Equity Scheme,Sectoral Fund - Infrastructure,Growth,2869.0143,0.82,22.0902,2.67,39.17968272,50.48814152,73.38495664,0.130170965,0.0134,14.98233513,19.97814469,13.25,24330.29524
Quant Infrastructure Fund,Equity Scheme,Sectoral Fund - Infrastructure,IDCW,2869.0143,0.82,22.0902,2.67,39.17968272,50.48814152,73.38495664,0.128583514,0.0134,14.98233513,19.94545766,13.25,24330.17336
ICICI Pru NASDAQ 100 Index Fund,Equity Scheme,Index Fund,IDCW,2800.888564,0.62,0,0,21.65572054,29.9337257,46.74058857,1.036605364,0.1129,14.87480402,0,4.5,24322.04034
ICICI Pru NASDAQ 100 Index Fund,Equity Scheme,Index Fund,Growth,2800.888564,0.62,0,0,21.65572054,29.9337257,46.74058857,1.036605364,0.1129,14.87480402,0,4.5,24322.04034
Canara Rob Focused Fund,Equity Scheme,Focused Fund,IDCW,2823.1561,0.54,32.2795,4.55,20.55605781,29.45195981,49.09523777,0.684191289,0.0751,13.25564873,0,4.916666667,24269.97402
Canara Rob Focused Fund,Equity Scheme,Focused Fund,Growth,2823.1561,0.54,32.2795,4.55,20.55605781,29.45195981,49.09523777,0.684191289,0.0749,13.25564873,0,4.916666667,24269.97142
Abakkus Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,IDCW,2808.582,0.45,23.567,3.25,20.60641633,27.91457753,41.06661297,-1.236624163,-0.1237,12.54736388,0,0.333333333,24237.80107
Abakkus Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,Growth,2808.582,0.45,23.567,3.25,20.60641633,27.91457753,41.06661297,-1.252498671,-0.125,12.54736388,0,0.333333333,24237.54606
Nippon India Nifty Smallcap 250 Index Fund,Equity Scheme,Index Fund,IDCW,2752.9369,0.35,27.3043,3.07,7.052580864,9.48825966,14.80211196,0.144458022,0.0148,14.87480402,0,5.5,24206.25441
Nippon India Nifty Smallcap 250 Index Fund,Equity Scheme,Index Fund,Growth,2752.9369,0.35,27.3043,3.07,7.052580864,9.48825966,14.80211196,0.144458022,0.0148,14.87480402,0,5.5,24206.25441
Tata Large Cap Fund,Equity Scheme,Large Cap Fund,Growth,2783.602935,0.98,25.6777,3.31,22.57645629,30.37470213,46.97194357,0.592119143,0.0659,11.76201976,13.89350492,13.25,24054.09852
Tata Large Cap Fund,Equity Scheme,Large Cap Fund,IDCW,2783.602935,0.98,25.6777,3.31,22.57645629,30.37470213,46.97194357,0.592119143,0.0659,11.76201976,11.52864008,13.25,24047.00393
JioBlackRock Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,Growth,2764.3564,0.5,21.1872,0,17.7752966,25.35302714,38.56137921,-0.822299507,-0.0831,12.54736388,0,0.5,23949.53851
Nippon India Innovation Fund,Equity Scheme,Thematic Fund,IDCW,2754.9837,0.66,33.8005,5.06,12.73897194,20.53171496,37.62519543,0.560370128,0.06,13.82159109,0,2.666666667,23848.50731
Nippon India Innovation Fund,Equity Scheme,Thematic Fund,Growth,2754.9837,0.66,33.8005,5.06,12.73897194,20.53171496,37.62519543,0.560370128,0.06,13.82159109,0,2.666666667,23848.50731
Mahindra Manulife Large & Mid Cap Fund,Equity Scheme,Large & Mid Cap Fund,Growth,2730.0184,0.47,28.4819,3.43,13.77604268,20.46748476,34.44316346,0.719115206,0.0756,13.44884509,0,6.333333333,23715.92536
Mahindra Manulife Large & Mid Cap Fund,Equity Scheme,Large & Mid Cap Fund,IDCW,2730.0184,0.47,28.4819,3.43,13.77604268,20.46748476,34.44316346,0.715940305,0.0753,13.44884509,0,6.333333333,23715.87384
UTI MNC Fund,Equity Scheme,Thematic Fund - MNC,Growth,2723.737,1.27,32.5002,6.47,20.48570034,29.71554155,47.24515252,0.515921506,0.0535,11.32589442,11.48062472,13.25,23458.30359
UTI MNC Fund,Equity Scheme,Thematic Fund - MNC,IDCW,2723.737,1.27,32.5002,6.47,20.48570034,29.71554155,47.24515252,0.515921506,0.0535,11.32589442,10.35793826,13.25,23454.93553
Tata Business Cycle Fund,Equity Scheme,Thematic Fund,Growth,2694.528812,0.58,29.0555,3.3,15.55893922,23.2405457,37.81080786,0.255579577,0.0266,13.82159109,0,4.666666667,23309.86697
Tata Business Cycle Fund,Equity Scheme,Thematic Fund,IDCW,2694.528812,0.58,29.0555,3.3,15.55893922,23.2405457,37.81080786,0.255579577,0.0266,13.82159109,0,4.666666667,23309.86697
ITI Small Cap Fund,Equity Scheme,Small Cap Fund,Growth,2672.6658,0.39,35.1957,4.63,11.83398987,17.00687007,26.88007981,0.46353563,0.0473,15.30194838,0,6.166666667,23227.00851
ITI Small Cap Fund,Equity Scheme,Small Cap Fund,IDCW,2672.6658,0.39,35.1957,4.63,11.83398987,17.00687007,26.88007981,0.46353563,0.0473,15.30194838,0,6.166666667,23227.00851
Invesco India ELSS Tax Saver Fund,Equity Scheme,Equity Linked Savings Scheme (ELSS),Growth,2637.187,0.78,35.2446,4.45,10.59499762,15.83003405,27.31793764,0.022224311,0.0023,13.06027511,14.83837908,13.25,23014.22297
Invesco India ELSS Tax Saver Fund,Equity Scheme,Equity Linked Savings Scheme (ELSS),IDCW,2637.187,0.78,35.2446,4.45,10.59499762,15.83003405,27.31793764,0.009524705,0.0011,13.06027511,5.680281654,13.25,22986.54259
HDFC Business Cycle Fund,Equity Scheme,Thematic Fund,IDCW,2678.2041,0.91,34.2282,3.91,20.19395012,30.3343834,47.45909022,0.195256447,0.0209,13.82159109,0,3.416666667,22941.57967
HDFC Business Cycle Fund,Equity Scheme,Thematic Fund,Growth,2678.2041,0.91,34.2282,3.91,20.19395012,30.3343834,47.45909022,0.195256447,0.0209,13.82159109,0,3.416666667,22941.57967
Baroda BNP Paribas Large Cap Fund,Equity Scheme,Large Cap Fund,Growth,2638.64,0.82,25.5454,3.73,18.62516675,27.45368068,43.12844117,0.60481875,0.0675,11.76201976,14.76799821,13.25,22837.25949
Baroda BNP Paribas Large Cap Fund,Equity Scheme,Large Cap Fund,IDCW,2638.64,0.82,25.5454,3.73,18.62516675,27.45368068,43.12844117,0.60481875,0.0675,11.76201976,5.962630992,13.25,22810.84339
DSP Focused Fund,Equity Scheme,Focused Fund,Growth,2610.7105,0.98,22.4556,3.43,20.08360176,30.42548379,51.82913234,0.404799951,0.0439,13.25564873,13.82627745,13.25,22483.72025
DSP Focused Fund,Equity Scheme,Focused Fund,IDCW,2610.7105,0.98,22.4556,3.43,20.08360176,30.42548379,51.82913234,0.404799951,0.0439,13.25564873,8.969745624,13.25,22469.15065
DSP Multicap Fund,Equity Scheme,Multi Cap Fund,Growth,2585.1982,0.55,27.0777,3.79,12.65411294,18.91060809,32.23499459,0.442898769,0.0467,13.36239406,0,2.25,22434.15121
DSP Multicap Fund,Equity Scheme,Multi Cap Fund,IDCW,2585.1982,0.55,27.0777,3.79,12.65411294,18.91060809,32.23499459,0.442898769,0.0467,13.36239406,0,2.25,22434.15121
Mirae Asset Healthcare Fund,Equity Scheme,Sectoral Fund - Pharma & Health Care,Growth,2639.9214,0.48,39.4109,4.93,27.62713693,39.37610415,61.06712495,0.755626574,0.076,13.16350135,0,7.75,22353.10426
Mirae Asset Healthcare Fund,Equity Scheme,Sectoral Fund - Pharma & Health Care,IDCW,2639.9214,0.48,39.4109,4.93,27.62713693,39.37610415,61.06712495,0.754039124,0.0759,13.16350135,0,7.75,22353.07915
HDFC Innovation Fund,Equity Scheme,Thematic Fund,Growth,2597.757,0.76,50.1215,6.02,19.62061117,28.03357666,44.30624958,-0.622280708,-0.0627,13.82159109,0,0.75,22114.26537
HDFC Innovation Fund,Equity Scheme,Thematic Fund,IDCW,2597.757,0.76,50.1215,6.02,19.62061117,28.03357666,44.30624958,-0.622280708,-0.0627,13.82159109,0,0.75,22114.26537
NJ Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,Growth,2493.826378,0.49,26.5308,4.69,15.85016297,24.64415103,41.93747577,0.119058809,0.0127,12.54736388,0,2.583333333,21464.45886
NJ Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,IDCW,2493.826378,0.49,26.5308,4.69,15.85016297,24.64415103,41.93747577,0.119058809,0.0127,12.54736388,0,2.583333333,21464.45886
Nippon India Consumption Fund,Equity Scheme,Sectoral Fund - Consumption,Growth,2512.3684,0.6,40.9458,7.09,21.43233816,32.53090139,51.14462032,-0.061910581,-0.0067,12.17670215,14.26882752,13.25,21427.85253
Nippon India Consumption Fund,Equity Scheme,Sectoral Fund - Consumption,IDCW,2512.3684,0.6,40.9458,7.09,21.43233816,32.53090139,51.14462032,-0.061910581,-0.0067,12.17670215,7.601406094,13.25,21407.85026
UTI Focused Fund,Equity Scheme,Focused Fund,IDCW,2510.5662,0.63,31.4304,4.4,23.76917207,33.64308019,53.91808828,0.422261909,0.0465,13.25564873,0,4.666666667,21359.5712
UTI Focused Fund,Equity Scheme,Focused Fund,Growth,2510.5662,0.63,31.4304,4.4,23.76917207,33.64308019,53.91808828,0.422261909,0.0465,13.25564873,0,4.666666667,21359.5712
DSP Nifty 50 Equal Weight Index Fund,Equity Scheme,Index Fund,IDCW,2416.7782,0.41,19.7333,3.41,6.913096121,11.42751122,22.53485239,0.814362254,0.0909,14.87480402,0,8.5,21180.74092
DSP Nifty 50 Equal Weight Index Fund,Equity Scheme,Index Fund,Growth,2416.7782,0.41,19.7333,3.41,6.913096121,11.42751122,22.53485239,0.814362254,0.0909,14.87480402,0,8.5,21180.74092
Tata India Consumer Fund,Equity Scheme,Sectoral Fund - Consumption,IDCW,2490.734718,0.76,47.9401,9.2,21.39556237,31.68636999,51.58649409,0.123821161,0.0131,12.17670215,17.53959256,10.33333333,21169.92709
Tata India Consumer Fund,Equity Scheme,Sectoral Fund - Consumption,Growth,2490.734718,0.76,47.9401,9.2,21.39556237,31.68636999,51.58649409,0.123821161,0.0131,12.17670215,17.53959256,10.33333333,21169.92709
Franklin India Dividend Yield Fund,Equity Scheme,Dividend Yield Fund,Growth,2416.866218,1.26,15.8275,2.51,14.35544049,22.51819474,39.89640433,0.247642323,0.0257,12.00374965,16.91359121,13.25,21012.19891
Franklin India Dividend Yield Fund,Equity Scheme,Dividend Yield Fund,IDCW,2416.866218,1.26,15.8275,2.51,14.35544049,22.51819474,39.89640433,0.246054872,0.0255,12.00374965,7.235378667,13.25,20983.13786
Kotak Manufacture in India Fund,Equity Scheme,Thematic Fund,IDCW,2409.8149,0.59,24.5494,3.6,14.62265421,22.96001656,41.34960324,1.29218494,0.1331,13.82159109,0,4.166666667,20772.6622
Kotak Manufacture in India Fund,Equity Scheme,Thematic Fund,Growth,2409.8149,0.59,24.5494,3.6,14.62265421,22.96001656,41.34960324,1.29218494,0.1331,13.82159109,0,4.166666667,20772.6622
ICICI Pru Housing Opp Fund,Equity Scheme,Thematic Fund,IDCW,2436.677165,1.19,24.8391,2.75,25.75356346,38.20027591,55.7130062,0.658792076,0.072,13.82159109,0,4,20676.53958
ICICI Pru Housing Opp Fund,Equity Scheme,Thematic Fund,Growth,2436.677165,1.19,24.8391,2.75,25.75356346,38.20027591,55.7130062,0.657204626,0.0718,13.82159109,0,4,20676.51317
Old Bridge Focused Fund,Equity Scheme,Focused Fund,IDCW,2418.6463,0.97,22.5119,3.08,24.73553905,34.91064402,57.34824889,0.519096407,0.054,13.25564873,0,2.25,20545.39555
Old Bridge Focused Fund,Equity Scheme,Focused Fund,Growth,2418.6463,0.97,22.5119,3.08,24.73553905,34.91064402,57.34824889,0.519096407,0.054,13.25564873,0,2.25,20545.39555
HDFC Infrastructure Fund,Equity Scheme,Sectoral Fund - Infrastructure,Growth,2366.2023,1.16,16.9875,2.35,18.50278398,25.55056683,40.8414065,0.62545561,0.0679,14.98233513,14.00577259,13.25,20455.71098
HDFC Infrastructure Fund,Equity Scheme,Sectoral Fund - Infrastructure,IDCW,2366.2023,1.16,16.9875,2.35,18.50278398,25.55056683,40.8414065,0.623868159,0.0679,14.98233513,8.542213709,13.25,20439.29649
Baroda BNP Paribas Mid Cap Fund,Equity Scheme,Mid Cap Fund,Growth,2340.6015,0.54,34.1325,4.7,10.94465248,16.63835984,27.51465809,0.971519881,0.0997,14.48069448,17.95040658,13.25,20354.1285
Baroda BNP Paribas Mid Cap Fund,Equity Scheme,Mid Cap Fund,IDCW,2340.6015,0.54,34.1325,4.7,10.94465248,16.63835984,27.51465809,0.971519881,0.0997,14.48069448,12.19791359,13.25,20336.87103
Motilal Oswal Nifty Microcap 250 Index Fund,Equity Scheme,Index Fund,Growth,2292.2694,0.53,24.2647,2.43,4.537032166,7.357795729,13.09261032,-0.276216437,-0.0289,14.87480402,0,2.75,20114.78001
Union Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,Growth,2320.4482,0.94,30.4097,3.86,14.42332132,22.26725423,38.26511189,0.634980315,0.0679,12.54736388,14.76387873,13.25,20045.00317
Union Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,IDCW,2320.4482,0.94,30.4097,3.86,14.42332132,22.26725423,38.26511189,0.634980315,0.0679,12.54736388,13.22424412,13.25,20040.38426
Bajaj Finserv Large and Mid Cap Fund,Equity Scheme,Large & Mid Cap Fund,Growth,2279.5138,0.59,30.6205,3.95,12.90158836,19.53704544,34.74108308,0.595294045,0.0611,13.44884509,0,2.166666667,19630.9904
Bajaj Finserv Large and Mid Cap Fund,Equity Scheme,Large & Mid Cap Fund,IDCW,2279.5138,0.59,30.6205,3.95,12.90158836,19.53704544,34.74108308,0.595294045,0.0611,13.44884509,0,2.166666667,19630.9904
Templeton India Value Fund,Equity Scheme,Value Fund,Growth,2265.320612,0.93,17.6692,2.35,20.30019493,29.90028857,48.97632326,0.620693258,0.0679,12.7807808,16.35648287,13.25,19457.38217
Templeton India Value Fund,Equity Scheme,Value Fund,IDCW,2265.320612,0.93,17.6692,2.35,20.30019493,29.90028857,48.97632326,0.619105807,0.0678,12.7807808,6.946155911,13.25,19429.12608
ICICI Pru Quality Fund,Equity Scheme,Thematic Fund,Growth,2265.67956,0.88,29.8554,5.39,16.46799074,25.19731873,40.25527335,-0.244467421,-0.0258,13.82159109,0,0.916666667,19358.18018
ICICI Pru Quality Fund,Equity Scheme,Thematic Fund,IDCW,2265.67956,0.88,29.8554,5.39,16.46799074,25.19731873,40.25527335,-0.246054872,-0.0259,13.82159109,0,0.916666667,19358.15507
Kotak Infra & Eco Reform Fund,Equity Scheme,Sectoral Fund - Infrastructure,Growth,2252.4112,0.69,22.0596,3.37,22.18997135,30.00965809,45.7181797,0.911196752,0.099,14.98233513,17.926653,13.25,19304.97502
Kotak Infra & Eco Reform Fund,Equity Scheme,Sectoral Fund - Infrastructure,IDCW,2252.4112,0.69,22.0596,3.37,22.18997135,30.00965809,45.7181797,0.911196752,0.099,14.98233513,17.79761997,13.25,19304.58792
ICICI Pru Rural Opportunities Fund,Equity Scheme,Thematic Fund,Growth,2261.814708,0.93,21.7569,3.97,21.66039501,30.75843913,49.61298537,1.177888484,0.1333,13.82159109,0,1.25,19253.80642
ICICI Pru Rural Opportunities Fund,Equity Scheme,Thematic Fund,IDCW,2261.814708,0.93,21.7569,3.97,21.66039501,30.75843913,49.61298537,1.177888484,0.1328,13.82159109,0,1.25,19253.79992
Mahindra Manulife Focused Fund,Equity Scheme,Focused Fund,Growth,2238.4451,0.41,19.9942,2.5,19.24540834,29.26068636,48.43406256,0.701653248,0.079,13.25564873,0,5.416666667,19129.07954
Mahindra Manulife Focused Fund,Equity Scheme,Focused Fund,IDCW,2238.4451,0.41,19.9942,2.5,19.24540834,29.26068636,48.43406256,0.698478346,0.0788,13.25564873,0,5.416666667,19129.02931
Nippon India Nifty Midcap 150 Index Fund,Equity Scheme,Index Fund,IDCW,2188.153,0.3,29.8813,3.77,6.852409172,10.27747124,17.80828817,0.803250098,0.0837,14.87480402,0,5.166666667,19081.0095
Nippon India Nifty Midcap 150 Index Fund,Equity Scheme,Index Fund,Growth,2188.153,0.3,29.8813,3.77,6.852409172,10.27747124,17.80828817,0.803250098,0.0837,14.87480402,0,5.166666667,19081.0095
SBI Quality Fund,Equity Scheme,Thematic Fund,Growth,2245.8073,0,0,0,26.08291459,37.43081163,54.96264528,-5.457655804,-0.5215,13.82159109,0,0.166666667,19052.2494
SBI Quality Fund,Equity Scheme,Thematic Fund,IDCW,2245.8073,0,0,0,26.08291459,37.43081163,54.96264528,-5.459243255,-0.5215,13.82159109,0,0.166666667,19052.22559
Bandhan Nifty 50 Index Fund,Equity Scheme,Index Fund,Growth,2245.1415,0.1,21.231,3.27,28.82115164,38.53976442,55.24469518,0.482585039,0.0545,14.87480402,13.63377172,13.25,19034.34696
Bandhan Nifty 50 Index Fund,Equity Scheme,Index Fund,IDCW,2245.1415,0.1,21.231,3.27,28.82115164,38.53976442,55.24469518,0.482585039,0.0545,14.87480402,12.45762526,13.25,19030.81853
HSBC Infrastructure Fund,Equity Scheme,Sectoral Fund - Infrastructure,Growth,2198.2921,1.01,27.657,3.6,25.39216058,37.82844667,52.84758948,0.703240698,0.076,14.98233513,18.32683877,13.25,18627.13044
HSBC Infrastructure Fund,Equity Scheme,Sectoral Fund - Infrastructure,IDCW,2198.2921,1.01,27.657,3.6,25.39216058,37.82844667,52.84758948,0.703240698,0.076,14.98233513,14.45428492,13.25,18615.51278
Bank of India Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,Growth,2167.1568,0.53,23.3945,3.36,18.04091887,25.26232066,40.70992925,0.661966978,0.0673,12.54736388,0,5.833333333,18567.82915
Bank of India Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,IDCW,2167.1568,0.53,23.3945,3.36,18.04091887,25.26232066,40.70992925,0.660379527,0.0671,12.54736388,0,5.833333333,18567.80273
Mirae Asset Banking and Financial Services Fund,Equity Scheme,Sectoral Fund - Banks & Financial Services,Growth,2233.7371,0.56,18.3005,2.4,40.82362692,54.65201344,70.85345451,1.414418651,0.1637,13.61429544,0,5.333333333,18551.10003
Mirae Asset Banking and Financial Services Fund,Equity Scheme,Sectoral Fund - Banks & Financial Services,IDCW,2233.7371,0.56,18.3005,2.4,40.82362692,54.65201344,70.85345451,1.409656299,0.1632,13.61429544,0,5.333333333,18551.02209
Aditya Birla SL Quant Fund,Equity Scheme,Thematic Fund,IDCW,2161.2502,0.68,22.631,3.42,14.29546658,22.56722521,40.64350347,1.146139468,0.1223,13.82159109,0,1.833333333,18546.95958
Aditya Birla SL Quant Fund,Equity Scheme,Thematic Fund,Growth,2161.2502,0.68,22.631,3.42,14.29546658,22.56722521,40.64350347,1.146139468,0.1222,13.82159109,0,1.833333333,18546.95828
HDFC NIFTY Next 50 Index Fund,Equity Scheme,Index Fund,Growth,2143.9892,0.3,20.0034,3.14,12.78105785,19.29079214,33.63861161,0.634980315,0.065,14.87480402,0,4.416666667,18504.39511
Axis Business Cycles Fund,Equity Scheme,Thematic Fund,Growth,2145.2463,0.92,30.8364,3.89,14.75390001,21.02920504,33.7252805,0.588944242,0.0626,13.82159109,0,3.166666667,18401.79179
Axis Business Cycles Fund,Equity Scheme,Thematic Fund,IDCW,2145.2463,0.92,30.8364,3.89,14.75390001,21.02920504,33.7252805,0.584181889,0.0622,13.82159109,0,3.166666667,18401.71516
UTI Infrastructure Fund,Equity Scheme,Sectoral Fund - Infrastructure,Growth,2110.8889,1.94,22.346,3.11,29.38267698,40.36549765,58.34668219,0.555607775,0.0608,14.98233513,15.05032456,13.25,17765.21372
UTI Infrastructure Fund,Equity Scheme,Sectoral Fund - Infrastructure,IDCW,2110.8889,1.94,22.346,3.11,29.38267698,40.36549765,58.34668219,0.555607775,0.0608,14.98233513,14.104326,13.25,17762.37572
WOC Large & Mid Cap Fund,Equity Scheme,Large & Mid Cap Fund,Growth,2056.9836,0.57,28.6787,4.14,15.44787231,20.14948491,30.86242399,0.942945767,0.1033,13.44884509,0,2.333333333,17652.9974
Sundaram Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,Growth,2050.720026,0.7,24.2146,3.27,18.14529631,26.73457011,45.19440053,0.620693258,0.0687,12.54736388,0,3.583333333,17453.08779
Sundaram Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,IDCW,2050.720026,0.7,24.2146,3.27,18.14529631,26.73457011,45.19440053,0.615930905,0.0681,12.54736388,0,3.583333333,17453.00855
Tata Infrastructure Fund,Equity Scheme,Sectoral Fund - Infrastructure,Growth,2014.317171,1.18,29.5742,3.22,15.74324563,22.20131995,34.61988062,0.404799951,0.0418,14.98233513,16.57281835,13.25,17297.08241
Tata Infrastructure Fund,Equity Scheme,Sectoral Fund - Infrastructure,IDCW,2014.317171,1.18,29.5742,3.22,15.74324563,22.20131995,34.61988062,0.404799951,0.0417,14.98233513,13.94461929,13.25,17289.19651
360 ONE Flexicap Fund,Equity Scheme,Flexi Cap Fund,IDCW,2015.444196,0.48,30.2584,4.85,13.57356951,21.21050578,37.93536073,0.268279183,0.0288,12.54736388,0,2.833333333,17213.28246
360 ONE Flexicap Fund,Equity Scheme,Flexi Cap Fund,Growth,2015.444196,0.48,30.2584,4.85,13.57356951,21.21050578,37.93536073,0.268279183,0.0288,12.54736388,0,2.833333333,17213.28246
Bandhan Large Cap Fund,Equity Scheme,Large Cap Fund,Growth,2023.9277,0.87,25.4161,3.62,22.43228053,31.39610829,48.18167216,0.72705246,0.0806,11.76201976,14.63905466,13.25,17205.31869
Bandhan Large Cap Fund,Equity Scheme,Large Cap Fund,IDCW,2023.9277,0.87,25.4161,3.62,22.43228053,31.39610829,48.18167216,0.72705246,0.0806,11.76201976,7.234490405,13.25,17183.10499
Bandhan Midcap Fund,Equity Scheme,Mid Cap Fund,Growth,2008.0203,0.63,44.0788,6.06,10.74865699,17.02649523,29.10663944,0.719115206,0.0762,14.48069448,0,3.666666667,17160.90118
